Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-451094,Winter Performance,2026-07-21,Ruby,White,ruby.white61@outlook.com,PL12 7 BG,General Admission,3,22.29,2026-06-10 13:59:59.999997,Attended
EVB-PC-773979,Winter Performance,2026-07-21,Sophie,Evans,sophie.evans73@gmail.com,PL4 3 LX,General Admission,3,22.29,2026-04-30 10:00:00.000003,Attended
EVB-PC-477186,Winter Performance,2026-07-21,Emily,Singh,emily.singh32@icloud.com,TQ4 2 TW,General Admission,1,22.29,2026-06-08 13:00:00.000003,Attended
EVB-PC-589810,Winter Performance,2026-07-21,Alfie,Wilson,alfie.wilson73@hotmail.co.uk,TA6 7 WU,General Admission,1,22.29,2026-04-30 10:00:00.000003,Attended
EVB-PC-322805,Winter Performance,2026-07-21,Noah,Bennett,noah.bennett26@gmail.com,PL5 7 HP,General Admission,1,22.29,2026-05-02 16:59:59.999997,Attended
EVB-PC-348932,Winter Performance,2026-07-21,Jessica,Baker,jessica.baker10@hotmail.co.uk,PL4 1 ZG,General Admission,1,22.29,2026-07-05 18:00,Attended
EVB-PC-130640,Winter Performance,2026-07-21,Daniel,Wilson,daniel.wilson29@outlook.com,TR7 1 VY,General Admission,1,22.29,2026-07-16 10:59:59.999997,Attended
EVB-PC-168541,Winter Performance,2026-07-21,Chloe,King,chloe.king2@icloud.com,TR1 9 YH,General Admission,3,22.29,2026-06-30 09:00,Attended
EVB-PC-484824,Winter Performance,2026-07-21,Olivia,White,olivia.white18@gmail.com,PL4 7 OY,General Admission,2,22.29,2026-07-12 19:00:00.000003,Attended
EVB-PC-817900,Winter Performance,2026-07-21,Megan,Ward,megan.ward19@icloud.com,TQ12 4 RX,General Admission,1,22.29,2026-06-08 13:59:59.999997,Attended
EVB-PC-748364,Winter Performance,2026-07-21,Megan,Wilson,megan.wilson94@yahoo.co.uk,PL3 2 DE,General Admission,1,22.29,2026-04-24 18:00,Attended
