Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-808600,New Writing Night,2026-11-29,Olivia,Singh,olivia.singh46@icloud.com,TQ3 7 CQ,General Admission,1,42.17,2026-10-24 19:00:00.000003,Partial
EVB-PC-809743,New Writing Night,2026-11-29,George,Patel,george.patel57@gmail.com,PL3 9 IZ,General Admission,1,42.17,2026-09-20 10:00:00.000003,Partial
EVB-PC-531286,New Writing Night,2026-11-29,Leo,Ahmed,leo.ahmed29@icloud.com,PL4 5 RY,General Admission,1,42.17,2026-10-26 10:00:00.000003,Partial
EVB-PC-372032,New Writing Night,2026-11-29,Samuel,Moore,samuel.moore61@outlook.com,EX3 2 LM,General Admission,3,42.17,2026-11-23 19:00:00.000003,Partial
EVB-PC-695374,New Writing Night,2026-11-29,Freya,Singh,freya.singh33@icloud.com,PL2 5 IY,General Admission,1,42.17,2026-10-14 16:59:59.999997,Partial
EVB-PC-294095,New Writing Night,2026-11-29,Alfie,Evans,alfie.evans41@icloud.com,TA1 6 ZK,General Admission,1,42.17,2026-09-14 16:00:00.000003,Partial
EVB-PC-315936,New Writing Night,2026-11-29,Olivia,Moore,olivia.moore9@yahoo.co.uk,TR1 9 NT,General Admission,1,42.17,2026-10-31 13:00:00.000003,Partial
EVB-PC-642186,New Writing Night,2026-11-29,William,Baker,william.baker62@gmail.com,EX1 9 GX,General Admission,1,42.17,2026-10-26 09:00,Partial
EVB-PC-248480,New Writing Night,2026-11-29,Grace,Allen,grace.allen64@hotmail.co.uk,PL7 5 OF,General Admission,1,42.17,2026-11-21 12:00,Partial
EVB-PC-477412,New Writing Night,2026-11-29,Thomas,Ward,thomas.ward77@gmail.com,PL5 6 QU,General Admission,1,42.17,2026-09-05 19:59:59.999997,Partial
EVB-PC-659036,New Writing Night,2026-11-29,Leo,Brown,leo.brown68@hotmail.co.uk,PL6 9 RB,General Admission,1,42.17,2026-10-21 16:59:59.999997,Partial
EVB-PC-488267,New Writing Night,2026-11-29,Phoebe,Jackson,phoebe.jackson75@outlook.com,PL4 7 GG,General Admission,1,42.17,2026-09-21 10:59:59.999997,Partial
EVB-PC-129027,New Writing Night,2026-11-29,Emily,Clarke,emily.clarke16@gmail.com,PL3 6 OZ,General Admission,2,42.17,2026-11-22 13:00:00.000003,Partial
EVB-PC-946672,New Writing Night,2026-11-29,Samuel,Allen,samuel.allen37@icloud.com,PL5 5 HC,General Admission,1,42.17,2026-11-08 10:59:59.999997,Partial
EVB-PC-993286,New Writing Night,2026-11-29,Sophie,Singh,sophie.singh84@icloud.com,PL1 1 MW,General Admission,1,42.17,2026-10-01 16:59:59.999997,Partial
EVB-PC-854363,New Writing Night,2026-11-29,Alfie,Cook,alfie.cook59@icloud.com,PL7 6 OF,General Admission,1,42.17,2026-09-29 09:00,Partial
EVB-PC-662117,New Writing Night,2026-11-29,Lily,White,lily.white36@gmail.com,PL6 3 OP,General Admission,2,42.17,2026-11-22 07:59:59.999997,Partial
EVB-PC-299315,New Writing Night,2026-11-29,Lily,Taylor,lily.taylor60@yahoo.co.uk,PL9 2 HY,General Admission,1,42.17,2026-11-10 10:59:59.999997,Partial
EVB-PC-228764,New Writing Night,2026-11-29,Ruby,White,ruby.white93@gmail.com,PL3 9 IK,General Admission,1,42.17,2026-09-19 09:00,Partial
EVB-PC-611565,New Writing Night,2026-11-29,Charlie,Hall,charlie.hall6@hotmail.co.uk,EX2 2 PP,General Admission,3,42.17,2026-10-07 13:00:00.000003,Partial
