Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-325582,Community Collection Day,2026-10-07,Lily,Jones,lily.jones3@gmail.com,PL5 7 HQ,General Admission,3,0,2026-09-10 16:59:59.999997,Partial
EVB-PC-541352,Community Collection Day,2026-10-07,Leo,Patel,leo.patel90@hotmail.co.uk,PL9 6 MW,General Admission,1,0,2026-07-25 16:59:59.999997,Partial
EVB-PC-812019,Community Collection Day,2026-10-07,Poppy,Scott,poppy.scott22@outlook.com,PL4 4 XA,General Admission,2,0,2026-08-06 16:00:00.000003,Partial
EVB-PC-459648,Community Collection Day,2026-10-07,Charlie,Hall,charlie.hall6@hotmail.co.uk,EX2 2 PP,General Admission,1,0,2026-07-28 15:00,Partial
EVB-PC-472812,Community Collection Day,2026-10-07,George,King,george.king2@gmail.com,PL7 2 PC,General Admission,2,0,2026-07-18 16:59:59.999997,Partial
EVB-PC-476384,Community Collection Day,2026-10-07,Oscar,Scott,oscar.scott21@icloud.com,PL5 8 IY,General Admission,1,0,2026-09-02 16:00:00.000003,Partial
EVB-PC-836939,Community Collection Day,2026-10-07,Charlotte,Baker,charlotte.baker26@icloud.com,EX1 1 MT,General Admission,2,0,2026-09-19 07:59:59.999997,Partial
EVB-PC-627694,Community Collection Day,2026-10-07,Lucy,Morgan,lucy.morgan40@hotmail.co.uk,PL7 4 OB,General Admission,2,0,2026-08-06 16:00:00.000003,Partial
EVB-PC-688585,Community Collection Day,2026-10-07,Sophie,Turner,sophie.turner55@gmail.com,PL9 6 RF,General Admission,1,0,2026-09-24 19:59:59.999997,Partial
EVB-PC-265853,Community Collection Day,2026-10-07,Ruby,Turner,ruby.turner6@yahoo.co.uk,PL5 4 QE,General Admission,1,0,2026-07-30 19:59:59.999997,Partial
EVB-PC-986594,Community Collection Day,2026-10-07,Grace,Jackson,grace.jackson98@icloud.com,PL4 1 DN,General Admission,3,0,2026-07-18 09:00,Partial
EVB-PC-939115,Community Collection Day,2026-10-07,Grace,Green,grace.green57@gmail.com,PL7 5 LD,General Admission,1,0,2026-07-17 19:59:59.999997,Partial
