Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-415020,Annual Celebration,2026-02-20,Chloe,Johnson,chloe.johnson51@outlook.com,PL3 6 VB,General Admission,3,8.85,2026-01-06 18:00,Attended
EVB-PC-233707,Annual Celebration,2026-02-20,Charlie,Ahmed,charlie.ahmed67@gmail.com,PL4 4 MV,General Admission,1,8.85,2025-12-04 10:00:00.000003,Attended
EVB-PC-371811,Annual Celebration,2026-02-20,Evie,Davies,evie.davies52@hotmail.co.uk,TQ4 9 CI,General Admission,1,8.85,2026-02-19 10:59:59.999997,Attended
EVB-PC-453015,Annual Celebration,2026-02-20,James,Murphy,james.murphy11@gmail.com,TA6 7 SC,General Admission,1,8.85,2025-11-30 19:00:00.000003,Attended
EVB-PC-509066,Annual Celebration,2026-02-20,Charlie,Scott,charlie.scott77@icloud.com,PL9 5 JJ,General Admission,1,8.85,2025-11-22 12:00,Attended
EVB-PC-464815,Annual Celebration,2026-02-20,Oliver,Johnson,oliver.johnson19@gmail.com,PL7 7 JP,General Admission,2,8.85,2025-12-25 10:00:00.000003,Attended
EVB-PC-160549,Annual Celebration,2026-02-20,Sophie,Williams,sophie.williams80@icloud.com,EX4 2 FZ,General Admission,1,8.85,2026-02-05 07:59:59.999997,Attended
EVB-PC-998138,Annual Celebration,2026-02-20,Joshua,Thomas,joshua.thomas50@gmail.com,PL2 5 ES,General Admission,2,8.85,2025-12-13 13:59:59.999997,Partial
EVB-PC-277162,Annual Celebration,2026-02-20,Mia,Thomas,mia.thomas33@icloud.com,TQ3 1 WB,General Admission,1,8.85,2025-11-25 15:00,Attended
EVB-PC-304949,Annual Celebration,2026-02-20,Harry,Ward,harry.ward70@yahoo.co.uk,PL9 7 RN,General Admission,1,8.85,2025-11-30 16:59:59.999997,Attended
EVB-PC-208571,Annual Celebration,2026-02-20,Leo,Jackson,leo.jackson73@yahoo.co.uk,TA6 1 CA,General Admission,1,8.85,2026-02-03 15:00,No-show
EVB-PC-307951,Annual Celebration,2026-02-20,Sophie,Cook,sophie.cook41@yahoo.co.uk,PL4 7 OG,General Admission,2,8.85,2025-12-29 13:59:59.999997,Attended
EVB-PC-724879,Annual Celebration,2026-02-20,George,Scott,george.scott75@icloud.com,PL4 1 VV,General Admission,2,8.85,2026-01-16 10:59:59.999997,Attended
EVB-PC-870228,Annual Celebration,2026-02-20,Emily,Clarke,emily.clarke16@gmail.com,PL3 6 OZ,General Admission,2,8.85,2026-01-29 19:00:00.000003,Attended
EVB-PC-227046,Annual Celebration,2026-02-20,Lily,Smith,lily.smith7@gmail.com,PL4 3 JK,General Admission,1,8.85,2026-01-01 09:00,Attended
EVB-PC-531565,Annual Celebration,2026-02-20,Ella,Thomas,ella.thomas16@icloud.com,PL5 1 RJ,General Admission,1,8.85,2025-12-28 10:00:00.000003,No-show
EVB-PC-937237,Annual Celebration,2026-02-20,Mia,Williams,mia.williams20@gmail.com,PL1 6 ZQ,General Admission,1,8.85,2025-12-11 16:00:00.000003,Attended
EVB-PC-285014,Annual Celebration,2026-02-20,Emma,Ward,emma.ward4@yahoo.co.uk,EX1 8 XQ,General Admission,1,8.85,2026-02-02 10:59:59.999997,Attended
EVB-PC-962939,Annual Celebration,2026-02-20,Henry,Taylor,henry.taylor54@hotmail.co.uk,TA6 2 KG,General Admission,1,8.85,2025-11-22 15:00,Attended
EVB-PC-793625,Annual Celebration,2026-02-20,Lucas,Clarke,lucas.clarke58@yahoo.co.uk,EX4 9 GV,General Admission,1,8.85,2025-12-25 09:00,Attended
EVB-PC-890120,Annual Celebration,2026-02-20,Samuel,King,samuel.king13@hotmail.co.uk,PL4 6 JY,General Admission,2,8.85,2025-11-22 19:59:59.999997,Attended
EVB-PC-660358,Annual Celebration,2026-02-20,George,Evans,george.evans23@outlook.com,PL1 8 NP,General Admission,1,8.85,2025-12-22 10:59:59.999997,Attended
EVB-PC-228259,Annual Celebration,2026-02-20,Freya,Smith,freya.smith39@hotmail.co.uk,PL2 9 WB,General Admission,1,8.85,2026-01-25 18:00,Attended
EVB-PC-254862,Annual Celebration,2026-02-20,Sophie,Murphy,sophie.murphy28@icloud.com,PL3 6 KD,General Admission,1,8.85,2026-01-23 10:00:00.000003,Attended
EVB-PC-689776,Annual Celebration,2026-02-20,Jacob,Jones,jacob.jones44@gmail.com,PL5 7 DL,General Admission,1,8.85,2025-12-06 19:00:00.000003,Attended
EVB-PC-954782,Annual Celebration,2026-02-20,Chloe,Williams,chloe.williams42@hotmail.co.uk,TA1 7 QW,General Admission,1,8.85,2026-01-15 13:00:00.000003,Attended
EVB-PC-442710,Annual Celebration,2026-02-20,Phoebe,Cooper,phoebe.cooper19@gmail.com,PL19 6 UK,General Admission,1,8.85,2025-12-11 07:59:59.999997,Attended
EVB-PC-104397,Annual Celebration,2026-02-20,Harry,Harris,harry.harris57@yahoo.co.uk,PL4 3 FX,General Admission,2,8.85,2026-01-31 16:00:00.000003,Partial
EVB-PC-110130,Annual Celebration,2026-02-20,Poppy,Johnson,poppy.johnson88@icloud.com,PL14 2 JZ,General Admission,1,8.85,2026-01-29 15:00,No-show
EVB-PC-346007,Annual Celebration,2026-02-20,Lucy,King,lucy.king66@icloud.com,PL2 1 CA,General Admission,2,8.85,2026-01-27 18:00,Attended
EVB-PC-171546,Annual Celebration,2026-02-20,Lily,Taylor,lily.taylor60@yahoo.co.uk,PL9 2 HY,General Admission,1,8.85,2026-01-14 19:59:59.999997,Attended
EVB-PC-867622,Annual Celebration,2026-02-20,Thomas,Evans,thomas.evans6@hotmail.co.uk,TQ1 2 TB,General Admission,1,8.85,2025-12-12 09:00,No-show
EVB-PC-783468,Annual Celebration,2026-02-20,Sophie,Perry,sophie.perry37@icloud.com,PL6 4 VR,General Admission,1,8.85,2025-12-04 19:59:59.999997,Attended
EVB-PC-250934,Annual Celebration,2026-02-20,Megan,Wilson,megan.wilson94@yahoo.co.uk,PL3 2 DE,General Admission,1,8.85,2025-12-03 18:00,Attended
EVB-PC-496025,Annual Celebration,2026-02-20,Ruby,Allen,ruby.allen86@yahoo.co.uk,PL4 4 PM,General Admission,2,8.85,2025-12-09 16:59:59.999997,Attended
EVB-PC-647502,Annual Celebration,2026-02-20,Sophie,White,sophie.white71@icloud.com,PL2 2 CG,General Admission,1,8.85,2026-01-29 12:00,Attended
EVB-PC-876623,Annual Celebration,2026-02-20,Oscar,Scott,oscar.scott42@hotmail.co.uk,TA6 8 XP,General Admission,1,8.85,2026-02-19 16:00:00.000003,Attended
EVB-PC-464649,Annual Celebration,2026-02-20,Jessica,Bennett,jessica.bennett95@hotmail.co.uk,PL2 6 PC,General Admission,1,8.85,2025-12-23 15:00,Attended
