Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-229030,Season Launch,2026-10-22,Max,Davies,max.davies31@yahoo.co.uk,TA1 9 DZ,General Admission,1,9.65,2026-08-28 16:00:00.000003,Attended
EVB-PC-631521,Season Launch,2026-10-22,Samuel,Ward,samuel.ward9@yahoo.co.uk,PL9 1 HT,General Admission,1,9.65,2026-08-29 13:00:00.000003,Attended
EVB-PC-315754,Season Launch,2026-10-22,Megan,Clarke,megan.clarke19@outlook.com,PL12 6 PO,General Admission,1,9.65,2026-09-25 07:59:59.999997,Attended
EVB-PC-659260,Season Launch,2026-10-22,Megan,Morgan,megan.morgan72@outlook.com,TQ12 7 OO,General Admission,1,9.65,2026-08-03 16:00:00.000003,Attended
EVB-PC-668355,Season Launch,2026-10-22,Alice,Ahmed,alice.ahmed60@gmail.com,PL6 4 MY,General Admission,1,9.65,2026-10-03 12:00,Attended
EVB-PC-758424,Season Launch,2026-10-22,Jack,Jones,jack.jones96@icloud.com,PL7 4 FO,General Admission,2,9.65,2026-09-17 18:00,Partial
EVB-PC-834238,Season Launch,2026-10-22,Oscar,Cook,oscar.cook30@gmail.com,PL4 7 YE,General Admission,1,9.65,2026-09-10 16:59:59.999997,No-show
EVB-PC-990198,Season Launch,2026-10-22,Charlotte,Singh,charlotte.singh74@gmail.com,TR1 8 KQ,General Admission,1,9.65,2026-10-12 19:59:59.999997,Attended
EVB-PC-844990,Season Launch,2026-10-22,Jessica,Collins,jessica.collins72@icloud.com,PL1 6 GO,General Admission,2,9.65,2026-08-09 15:00,Attended
EVB-PC-366818,Season Launch,2026-10-22,Lucy,Ahmed,lucy.ahmed51@yahoo.co.uk,TR7 4 SI,General Admission,1,9.65,2026-08-10 15:00,Attended
EVB-PC-740520,Season Launch,2026-10-22,Max,Williams,max.williams64@gmail.com,PL14 3 DY,General Admission,2,9.65,2026-08-22 13:00:00.000003,Partial
EVB-PC-840246,Season Launch,2026-10-22,Amelia,Ahmed,amelia.ahmed31@hotmail.co.uk,PL1 5 US,General Admission,1,9.65,2026-09-07 09:00,No-show
