Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-891647,Drama Workshop,2026-08-14,Lucy,King,lucy.king66@icloud.com,PL2 1 CA,General Admission,2,15.3,2026-08-02 10:00:00.000003,Partial
EVB-PC-372409,Drama Workshop,2026-08-14,Lucy,Allen,lucy.allen95@yahoo.co.uk,PL3 1 RU,General Admission,1,15.3,2026-07-08 19:00:00.000003,Partial
EVB-PC-998791,Drama Workshop,2026-08-14,Oliver,Harris,oliver.harris57@outlook.com,PL3 5 BZ,General Admission,1,15.3,2026-07-20 16:00:00.000003,Partial
EVB-PC-379421,Drama Workshop,2026-08-14,Jack,Scott,jack.scott10@yahoo.co.uk,PL2 4 XJ,General Admission,2,15.3,2026-06-08 18:00,Partial
EVB-PC-236363,Drama Workshop,2026-08-14,Poppy,King,poppy.king36@icloud.com,PL6 5 OE,General Admission,1,15.3,2026-06-02 13:59:59.999997,Partial
EVB-PC-120420,Drama Workshop,2026-08-14,George,Wood,george.wood13@icloud.com,PL3 8 MT,General Admission,1,15.3,2026-07-12 07:59:59.999997,Partial
EVB-PC-355476,Drama Workshop,2026-08-14,Leo,Murphy,leo.murphy10@outlook.com,TQ12 1 MN,General Admission,1,15.3,2026-08-12 18:00,Partial
EVB-PC-785990,Drama Workshop,2026-08-14,Poppy,Thomas,poppy.thomas9@yahoo.co.uk,PL1 5 DV,General Admission,1,15.3,2026-08-10 16:00:00.000003,Partial
EVB-PC-609198,Drama Workshop,2026-08-14,Noah,Walker,noah.walker80@icloud.com,TA6 3 PL,General Admission,1,15.3,2026-08-02 19:59:59.999997,Partial
EVB-PC-591658,Drama Workshop,2026-08-14,Evie,Cooper,evie.cooper8@hotmail.co.uk,PL1 9 EF,General Admission,3,15.3,2026-07-29 10:59:59.999997,Partial
EVB-PC-238401,Drama Workshop,2026-08-14,Olivia,Baker,olivia.baker9@yahoo.co.uk,PL5 6 IV,General Admission,1,15.3,2026-05-27 16:59:59.999997,Partial
EVB-PC-892304,Drama Workshop,2026-08-14,Joshua,Davies,joshua.davies15@gmail.com,PL7 8 AD,General Admission,1,15.3,2026-07-31 16:59:59.999997,Partial
EVB-PC-679356,Drama Workshop,2026-08-14,Emily,Hill,emily.hill49@outlook.com,EX4 8 JI,General Admission,1,15.3,2026-07-19 10:59:59.999997,Partial
EVB-PC-969554,Drama Workshop,2026-08-14,Lily,Ward,lily.ward61@hotmail.co.uk,EX1 3 RK,General Admission,2,15.3,2026-06-14 16:00:00.000003,Partial
EVB-PC-957056,Drama Workshop,2026-08-14,Charlie,Scott,charlie.scott71@outlook.com,TR7 5 KG,General Admission,1,15.3,2026-07-07 16:59:59.999997,Partial
EVB-PC-163262,Drama Workshop,2026-08-14,Olivia,Clarke,olivia.clarke94@gmail.com,PL9 7 JC,General Admission,2,15.3,2026-06-06 10:00:00.000003,Partial
EVB-PC-797224,Drama Workshop,2026-08-14,Henry,Ward,henry.ward72@yahoo.co.uk,EX3 5 GK,General Admission,1,15.3,2026-07-12 16:59:59.999997,Partial
EVB-PC-810190,Drama Workshop,2026-08-14,Megan,Ward,megan.ward19@icloud.com,TQ12 4 RX,General Admission,2,15.3,2026-07-28 16:59:59.999997,Partial
EVB-PC-980839,Drama Workshop,2026-08-14,Joshua,Thomas,joshua.thomas50@gmail.com,PL2 5 ES,General Admission,2,15.3,2026-06-19 18:00,Partial
EVB-PC-750765,Drama Workshop,2026-08-14,Oscar,Scott,oscar.scott21@icloud.com,PL5 8 IY,General Admission,3,15.3,2026-06-03 16:59:59.999997,Partial
EVB-PC-223838,Drama Workshop,2026-08-14,Thomas,Jones,thomas.jones17@icloud.com,PL3 8 JJ,General Admission,1,15.3,2026-05-16 15:00,Partial
EVB-PC-689371,Drama Workshop,2026-08-14,Lucas,Clarke,lucas.clarke58@yahoo.co.uk,EX4 9 GV,General Admission,1,15.3,2026-08-01 16:00:00.000003,Partial
EVB-PC-856867,Drama Workshop,2026-08-14,Lucy,King,lucy.king67@icloud.com,PL12 7 WW,General Admission,1,15.3,2026-07-25 16:59:59.999997,Partial
EVB-PC-853772,Drama Workshop,2026-08-14,Daniel,Roberts,daniel.roberts47@yahoo.co.uk,TQ2 7 ZK,General Admission,1,15.3,2026-06-17 18:00,Partial
EVB-PC-148631,Drama Workshop,2026-08-14,Lucas,Allen,lucas.allen38@outlook.com,PL9 9 CT,General Admission,2,15.3,2026-06-27 10:59:59.999997,Partial
EVB-PC-334770,Drama Workshop,2026-08-14,Lucas,Wilson,lucas.wilson31@icloud.com,PL7 1 QB,General Admission,2,15.3,2026-05-27 10:00:00.000003,Partial
EVB-PC-113045,Drama Workshop,2026-08-14,Oscar,Roberts,oscar.roberts53@icloud.com,PL9 6 VU,General Admission,2,15.3,2026-07-10 13:00:00.000003,Partial
EVB-PC-391396,Drama Workshop,2026-08-14,Freya,Smith,freya.smith87@hotmail.co.uk,PL9 6 IB,General Admission,1,15.3,2026-07-16 12:00,Partial
