Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-342128,Music Showcase,2026-05-24,Alfie,Evans,alfie.evans65@hotmail.co.uk,PL1 5 SX,General Admission,1,29.85,2026-03-31 12:00,No-show
EVB-PC-350480,Music Showcase,2026-05-24,Max,Bell,max.bell41@outlook.com,PL1 3 SE,General Admission,1,29.85,2026-05-03 15:00,No-show
EVB-PC-347999,Music Showcase,2026-05-24,Amelia,Smith,amelia.smith12@outlook.com,TA6 9 XP,General Admission,1,29.85,2026-04-17 13:00:00.000003,Attended
EVB-PC-846337,Music Showcase,2026-05-24,William,Perry,william.perry92@icloud.com,PL9 8 JZ,General Admission,1,29.85,2026-03-30 12:00,Attended
EVB-PC-690293,Music Showcase,2026-05-24,Samuel,King,samuel.king72@yahoo.co.uk,PL1 7 XM,General Admission,1,29.85,2026-05-16 13:00:00.000003,Attended
EVB-PC-112676,Music Showcase,2026-05-24,Ruby,Green,ruby.green34@outlook.com,PL4 1 KN,General Admission,1,29.85,2026-05-04 09:00,Attended
EVB-PC-396946,Music Showcase,2026-05-24,Thomas,Davies,thomas.davies23@icloud.com,TA1 6 PV,General Admission,2,29.85,2026-04-16 13:59:59.999997,Attended
EVB-PC-234344,Music Showcase,2026-05-24,Evie,Roberts,evie.roberts71@yahoo.co.uk,PL5 4 UT,General Admission,1,29.85,2026-04-11 10:00:00.000003,Attended
EVB-PC-413769,Music Showcase,2026-05-24,Evie,Green,evie.green25@hotmail.co.uk,PL5 4 HV,General Admission,3,29.85,2026-02-26 19:00:00.000003,Partial
EVB-PC-321465,Music Showcase,2026-05-24,Poppy,Walker,poppy.walker46@hotmail.co.uk,PL3 1 CO,General Admission,1,29.85,2026-04-23 16:00:00.000003,Attended
EVB-PC-838271,Music Showcase,2026-05-24,Jack,Harris,jack.harris47@yahoo.co.uk,PL5 6 RJ,General Admission,1,29.85,2026-04-21 19:59:59.999997,Attended
EVB-PC-436683,Music Showcase,2026-05-24,Phoebe,Jackson,phoebe.jackson75@outlook.com,PL4 7 GG,General Admission,1,29.85,2026-03-08 19:00:00.000003,No-show
EVB-PC-452572,Music Showcase,2026-05-24,William,Johnson,william.johnson35@hotmail.co.uk,PL3 6 MY,General Admission,2,29.85,2026-03-08 18:00,Attended
EVB-PC-616377,Music Showcase,2026-05-24,Noah,Moore,noah.moore85@icloud.com,PL6 5 AF,General Admission,1,29.85,2026-04-09 19:59:59.999997,No-show
EVB-PC-715816,Music Showcase,2026-05-24,Lucas,Turner,lucas.turner41@outlook.com,PL7 3 FX,General Admission,1,29.85,2026-04-25 07:59:59.999997,Attended
