Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-245043,History Workshop,2026-12-28,Sophie,Cook,sophie.cook41@yahoo.co.uk,PL4 7 OG,General Admission,1,0,2026-12-12 19:00:00.000003,Partial
EVB-PC-773176,History Workshop,2026-12-28,Alice,Morgan,alice.morgan92@icloud.com,PL7 6 KH,General Admission,2,0,2026-11-23 19:00:00.000003,Partial
EVB-PC-402226,History Workshop,2026-12-28,Thomas,Moore,thomas.moore80@gmail.com,PL9 4 JX,General Admission,2,0,2026-10-26 16:59:59.999997,Partial
EVB-PC-182660,History Workshop,2026-12-28,Lily,Green,lily.green25@yahoo.co.uk,TQ2 1 XE,General Admission,2,0,2026-11-04 18:00,Partial
EVB-PC-417445,History Workshop,2026-12-28,Olivia,Jackson,olivia.jackson52@yahoo.co.uk,PL5 8 UX,General Admission,1,0,2026-10-13 15:00,Partial
EVB-PC-761079,History Workshop,2026-12-28,Lily,White,lily.white62@hotmail.co.uk,PL7 5 JS,General Admission,1,0,2026-10-07 16:00:00.000003,Partial
EVB-PC-739251,History Workshop,2026-12-28,Alice,Cooper,alice.cooper31@gmail.com,PL5 8 BE,General Admission,1,0,2026-10-20 15:00,Partial
EVB-PC-468594,History Workshop,2026-12-28,Megan,Hill,megan.hill11@outlook.com,PL3 9 RU,General Admission,3,0,2026-11-30 16:00:00.000003,Partial
EVB-PC-385192,History Workshop,2026-12-28,Daniel,Evans,daniel.evans26@icloud.com,TR1 6 SX,General Admission,2,0,2026-10-16 18:00,Partial
EVB-PC-843354,History Workshop,2026-12-28,Chloe,Martin,chloe.martin21@gmail.com,PL5 7 SO,General Admission,2,0,2026-12-03 12:00,Partial
EVB-PC-307218,History Workshop,2026-12-28,Leo,Wood,leo.wood64@outlook.com,PL5 1 WC,General Admission,1,0,2026-10-11 13:59:59.999997,Partial
EVB-PC-309174,History Workshop,2026-12-28,Emma,Ward,emma.ward4@yahoo.co.uk,EX1 8 XQ,General Admission,2,0,2026-11-19 13:00:00.000003,Partial
EVB-PC-161801,History Workshop,2026-12-28,Harry,Allen,harry.allen87@hotmail.co.uk,PL7 9 WS,General Admission,1,0,2026-11-02 12:00,Partial
EVB-PC-833002,History Workshop,2026-12-28,Lucas,Young,lucas.young90@gmail.com,PL5 7 LY,General Admission,1,0,2026-11-15 18:00,Partial
EVB-PC-330366,History Workshop,2026-12-28,Sophie,Murphy,sophie.murphy28@icloud.com,PL3 6 KD,General Admission,1,0,2026-10-29 13:00:00.000003,Partial
