Order_ID,Event_Name,Event_Date,First_Name,Last_Name,Email,Postcode,Ticket_Type,Quantity,Ticket_Price,Purchase_Date,Attendance_Status
EVB-PC-953125,The Comedy Hour,2026-06-18,Lily,Wood,lily.wood5@icloud.com,PL2 2 WB,General Admission,1,16.72,2026-04-27 15:00,No-show
EVB-PC-569100,The Comedy Hour,2026-06-18,Oliver,Perry,oliver.perry30@yahoo.co.uk,PL1 9 OK,General Admission,4,16.72,2026-06-13 13:00:00.000003,Attended
EVB-PC-521561,The Comedy Hour,2026-06-18,Charlie,Baker,charlie.baker75@gmail.com,PL4 8 EF,General Admission,1,16.72,2026-06-03 16:59:59.999997,Attended
EVB-PC-528384,The Comedy Hour,2026-06-18,Leo,Scott,leo.scott29@yahoo.co.uk,PL1 2 SS,General Admission,1,16.72,2026-06-14 19:59:59.999997,Attended
EVB-PC-588565,The Comedy Hour,2026-06-18,Harry,Ahmed,harry.ahmed79@outlook.com,PL5 9 VW,General Admission,1,16.72,2026-04-09 19:00:00.000003,Attended
EVB-PC-733760,The Comedy Hour,2026-06-18,Lily,White,lily.white62@hotmail.co.uk,PL7 5 JS,General Admission,2,16.72,2026-06-12 18:00,Attended
EVB-PC-668437,The Comedy Hour,2026-06-18,Sophie,Clarke,sophie.clarke31@icloud.com,PL3 9 TY,General Admission,1,16.72,2026-05-13 07:59:59.999997,Attended
EVB-PC-109019,The Comedy Hour,2026-06-18,James,Cooper,james.cooper59@hotmail.co.uk,TQ1 3 UK,General Admission,1,16.72,2026-06-17 10:59:59.999997,Attended
EVB-PC-235298,The Comedy Hour,2026-06-18,Phoebe,Taylor,phoebe.taylor71@yahoo.co.uk,PL7 2 VR,General Admission,1,16.72,2026-04-01 16:59:59.999997,Attended
EVB-PC-985485,The Comedy Hour,2026-06-18,Samuel,Hall,samuel.hall83@outlook.com,PL19 3 ID,General Admission,1,16.72,2026-05-11 13:00:00.000003,No-show
EVB-PC-108286,The Comedy Hour,2026-06-18,Poppy,Taylor,poppy.taylor44@outlook.com,PL6 3 WQ,General Admission,1,16.72,2026-04-23 13:59:59.999997,Attended
EVB-PC-386674,The Comedy Hour,2026-06-18,Sophie,Evans,sophie.evans73@gmail.com,PL4 3 LX,General Admission,1,16.72,2026-05-25 10:00:00.000003,Attended
